cycle_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,9,18,,,,,,,,,,,,,
1,18,9,,,,,,,,,,,,,
2,27,36,,,,,,,,,,,,,
3,36,27,,,,,,,,,,,,,
4,45,54,,,,,,,,,,,,,
5,54,45,,,,,,,,,,,,,
6,63,72,,,,,,,,,,,,,
7,72,63,,,,,,,,,,,,,
8,81,90,,,,,,,,,,,,,
9,90,81,,,,,,,,,,,,,
10,117,126,,,,,,,,,,,,,
11,126,117,,,,,,,,,,,,,
12,135,144,,,,,,,,,,,,,
13,144,135,,,,,,,,,,,,,
14,153,162,,,,,,,,,,,,,
15,162,153,,,,,,,,,,,,,
16,171,180,,,,,,,,,,,,,
17,180,171,,,,,,,,,,,,,
18,207,216,,,,,,,,,,,,,
19,216,207,,,,,,,,,,,,,
20,225,234,,,,,,,,,,,,,
21,234,225,,,,,,,,,,,,,
22,243,252,,,,,,,,,,,,,
23,252,243,,,,,,,,,,,,,
24,261,270,,,,,,,,,,,,,
25,270,261,,,,,,,,,,,,,
26,315,324,,,,,,,,,,,,,
27,324,315,,,,,,,,,,,,,
28,333,342,,,,,,,,,,,,,
29,342,333,,,,,,,,,,,,,
30,351,360,,,,,,,,,,,,,
31,360,351,,,,,,,,,,,,,
32,405,414,,,,,,,,,,,,,
33,414,405,,,,,,,,,,,,,
34,423,432,,,,,,,,,,,,,
35,432,423,,,,,,,,,,,,,
36,441,450,,,,,,,,,,,,,
37,450,441,,,,,,,,,,,,,
38,513,522,,,,,,,,,,,,,
39,522,513,,,,,,,,,,,,,
40,531,540,,,,,,,,,,,,,
41,540,531,,,,,,,,,,,,,
42,603,612,,,,,,,,,,,,,
43,612,603,,,,,,,,,,,,,
44,621,630,,,,,,,,,,,,,
45,630,621,,,,,,,,,,,,,
46,711,720,,,,,,,,,,,,,
47,720,711,,,,,,,,,,,,,
48,801,810,,,,,,,,,,,,,
49,810,801,,,,,,,,,,,,,
50,1026,1017,,,,,,,,,,,,,
51,1017,1026,,,,,,,,,,,,,
52,1035,1044,,,,,,,,,,,,,
53,1044,1035,,,,,,,,,,,,,
54,1053,1062,,,,,,,,,,,,,
55,1062,1053,,,,,,,,,,,,,
56,1071,1080,,,,,,,,,,,,,
57,1080,1071,,,,,,,,,,,,,
58,1107,1116,,,,,,,,,,,,,
59,1116,1107,,,,,,,,,,,,,
60,1125,1134,,,,,,,,,,,,,
61,1134,1125,,,,,,,,,,,,,
62,1143,1152,,,,,,,,,,,,,
63,1152,1143,,,,,,,,,,,,,
64,1161,1170,,,,,,,,,,,,,
65,1170,1161,,,,,,,,,,,,,
66,1215,1224,,,,,,,,,,,,,
67,1224,1215,,,,,,,,,,,,,
68,1233,1242,,,,,,,,,,,,,
69,1242,1233,,,,,,,,,,,,,
70,1251,1260,,,,,,,,,,,,,
71,1260,1251,,,,,,,,,,,,,
72,1305,1314,,,,,,,,,,,,,
73,1314,1305,,,,,,,,,,,,,
74,1323,1332,,,,,,,,,,,,,
75,1332,1323,,,,,,,,,,,,,
76,1341,1350,,,,,,,,,,,,,
77,1350,1341,,,,,,,,,,,,,
78,1413,1422,,,,,,,,,,,,,
79,1422,1413,,,,,,,,,,,,,
80,1431,1440,,,,,,,,,,,,,
81,1440,1431,,,,,,,,,,,,,
82,1503,1512,,,,,,,,,,,,,
83,1512,1503,,,,,,,,,,,,,
84,1521,1530,,,,,,,,,,,,,
85,1530,1521,,,,,,,,,,,,,
86,1611,1620,,,,,,,,,,,,,
87,1620,1611,,,,,,,,,,,,,
88,1701,1710,,,,,,,,,,,,,
89,1710,1701,,,,,,,,,,,,,
90,1791,1809,1827,1845,1863,1881,1899,1926,1908,1890,1872,1854,1836,1818,1800
91,1800,1791,1809,1827,1845,1863,1881,1899,1926,1908,1890,1872,1854,1836,1818
92,1809,1827,1845,1863,1881,1899,1926,1908,1890,1872,1854,1836,1818,1800,1791
93,1818,1800,1791,1809,1827,1845,1863,1881,1899,1926,1908,1890,1872,1854,1836
94,1827,1845,1863,1881,1899,1926,1908,1890,1872,1854,1836,1818,1800,1791,1809
95,1836,1818,1800,1791,1809,1827,1845,1863,1881,1899,1926,1908,1890,1872,1854
96,1845,1863,1881,1899,1926,1908,1890,1872,1854,1836,1818,1800,1791,1809,1827
97,1854,1836,1818,1800,1791,1809,1827,1845,1863,1881,1899,1926,1908,1890,1872
98,1863,1881,1899,1926,1908,1890,1872,1854,1836,1818,1800,1791,1809,1827,1845
99,1872,1854,1836,1818,1800,1791,1809,1827,1845,1863,1881,1899,1926,1908,1890
100,1881,1899,1926,1908,1890,1872,1854,1836,1818,1800,1791,1809,1827,1845,1863
101,1890,1872,1854,1836,1818,1800,1791,1809,1827,1845,1863,1881,1899,1926,1908
102,1899,1926,1908,1890,1872,1854,1836,1818,1800,1791,1809,1827,1845,1863,1881
103,1908,1890,1872,1854,1836,1818,1800,1791,1809,1827,1845,1863,1881,1899,1926
104,2016,2007,,,,,,,,,,,,,
105,1926,1908,1890,1872,1854,1836,1818,1800,1791,1809,1827,1845,1863,1881,1899
106,2007,2016,,,,,,,,,,,,,
107,2025,2034,,,,,,,,,,,,,
108,2034,2025,,,,,,,,,,,,,
109,2043,2052,,,,,,,,,,,,,
110,2052,2043,,,,,,,,,,,,,
111,2061,2070,,,,,,,,,,,,,
112,2070,2061,,,,,,,,,,,,,
113,2115,2124,,,,,,,,,,,,,
114,2124,2115,,,,,,,,,,,,,
115,2133,2142,,,,,,,,,,,,,
116,2142,2133,,,,,,,,,,,,,
117,2151,2160,,,,,,,,,,,,,
118,2160,2151,,,,,,,,,,,,,
119,2205,2214,,,,,,,,,,,,,
120,2214,2205,,,,,,,,,,,,,
121,2223,2232,,,,,,,,,,,,,
122,2232,2223,,,,,,,,,,,,,
123,2241,2250,,,,,,,,,,,,,
124,2250,2241,,,,,,,,,,,,,
125,2313,2322,,,,,,,,,,,,,
126,2322,2313,,,,,,,,,,,,,
127,2331,2340,,,,,,,,,,,,,
128,2340,2331,,,,,,,,,,,,,
129,2403,2412,,,,,,,,,,,,,
130,2412,2403,,,,,,,,,,,,,
131,2421,2430,,,,,,,,,,,,,
132,2430,2421,,,,,,,,,,,,,
133,2511,2520,,,,,,,,,,,,,
134,2520,2511,,,,,,,,,,,,,
135,2601,2610,,,,,,,,,,,,,
136,2610,2601,,,,,,,,,,,,,
137,2691,2709,2727,2745,2763,2781,2799,2826,2808,2790,2772,2754,2736,2718,2700
138,2700,2691,2709,2727,2745,2763,2781,2799,2826,2808,2790,2772,2754,2736,2718
139,2709,2727,2745,2763,2781,2799,2826,2808,2790,2772,2754,2736,2718,2700,2691
140,2718,2700,2691,2709,2727,2745,2763,2781,2799,2826,2808,2790,2772,2754,2736
141,2727,2745,2763,2781,2799,2826,2808,2790,2772,2754,2736,2718,2700,2691,2709
142,2736,2718,2700,2691,2709,2727,2745,2763,2781,2799,2826,2808,2790,2772,2754
143,2745,2763,2781,2799,2826,2808,2790,2772,2754,2736,2718,2700,2691,2709,2727
144,2754,2736,2718,2700,2691,2709,2727,2745,2763,2781,2799,2826,2808,2790,2772
145,2763,2781,2799,2826,2808,2790,2772,2754,2736,2718,2700,2691,2709,2727,2745
146,2772,2754,2736,2718,2700,2691,2709,2727,2745,2763,2781,2799,2826,2808,2790
147,2781,2799,2826,2808,2790,2772,2754,2736,2718,2700,2691,2709,2727,2745,2763
148,2790,2772,2754,2736,2718,2700,2691,2709,2727,2745,2763,2781,2799,2826,2808
149,2799,2826,2808,2790,2772,2754,2736,2718,2700,2691,2709,2727,2745,2763,2781
150,2808,2790,2772,2754,2736,2718,2700,2691,2709,2727,2745,2763,2781,2799,2826
151,2871,2889,2916,2898,,,,,,,,,,,
152,2826,2808,2790,2772,2754,2736,2718,2700,2691,2709,2727,2745,2763,2781,2799
153,2889,2916,2898,2871,,,,,,,,,,,
154,2898,2871,2889,2916,,,,,,,,,,,
155,3024,3015,,,,,,,,,,,,,
156,2916,2898,2871,2889,,,,,,,,,,,
157,3015,3024,,,,,,,,,,,,,
158,3033,3042,,,,,,,,,,,,,
159,3042,3033,,,,,,,,,,,,,
160,3051,3060,,,,,,,,,,,,,
161,3060,3051,,,,,,,,,,,,,
162,3105,3114,,,,,,,,,,,,,
163,3114,3105,,,,,,,,,,,,,
164,3123,3132,,,,,,,,,,,,,
165,3132,3123,,,,,,,,,,,,,
166,3141,3150,,,,,,,,,,,,,
167,3150,3141,,,,,,,,,,,,,
168,3213,3222,,,,,,,,,,,,,
169,3222,3213,,,,,,,,,,,,,
170,3231,3240,,,,,,,,,,,,,
171,3240,3231,,,,,,,,,,,,,
172,3303,3312,,,,,,,,,,,,,
173,3312,3303,,,,,,,,,,,,,
174,3321,3330,,,,,,,,,,,,,
175,3330,3321,,,,,,,,,,,,,
176,3411,3420,,,,,,,,,,,,,
177,3420,3411,,,,,,,,,,,,,
178,3501,3510,,,,,,,,,,,,,
179,3510,3501,,,,,,,,,,,,,
180,3591,3609,3627,3645,3663,3681,3699,3726,3708,3690,3672,3654,3636,3618,3600
181,3600,3591,3609,3627,3645,3663,3681,3699,3726,3708,3690,3672,3654,3636,3618
182,3609,3627,3645,3663,3681,3699,3726,3708,3690,3672,3654,3636,3618,3600,3591
183,3618,3600,3591,3609,3627,3645,3663,3681,3699,3726,3708,3690,3672,3654,3636
184,3627,3645,3663,3681,3699,3726,3708,3690,3672,3654,3636,3618,3600,3591,3609
185,3636,3618,3600,3591,3609,3627,3645,3663,3681,3699,3726,3708,3690,3672,3654
186,3645,3663,3681,3699,3726,3708,3690,3672,3654,3636,3618,3600,3591,3609,3627
187,3654,3636,3618,3600,3591,3609,3627,3645,3663,3681,3699,3726,3708,3690,3672
188,3663,3681,3699,3726,3708,3690,3672,3654,3636,3618,3600,3591,3609,3627,3645
189,3672,3654,3636,3618,3600,3591,3609,3627,3645,3663,3681,3699,3726,3708,3690
190,3681,3699,3726,3708,3690,3672,3654,3636,3618,3600,3591,3609,3627,3645,3663
191,3690,3672,3654,3636,3618,3600,3591,3609,3627,3645,3663,3681,3699,3726,3708
192,3699,3726,3708,3690,3672,3654,3636,3618,3600,3591,3609,3627,3645,3663,3681
193,3708,3690,3672,3654,3636,3618,3600,3591,3609,3627,3645,3663,3681,3699,3726
194,3771,3789,3816,3798,,,,,,,,,,,
195,3726,3708,3690,3672,3654,3636,3618,3600,3591,3609,3627,3645,3663,3681,3699
196,3789,3816,3798,3771,,,,,,,,,,,
197,3798,3771,3789,3816,,,,,,,,,,,
198,3861,3879,3906,3888,,,,,,,,,,,
199,3816,3798,3771,3789,,,,,,,,,,,
200,3879,3906,3888,3861,,,,,,,,,,,
201,3888,3861,3879,3906,,,,,,,,,,,
202,3906,3888,3861,3879,,,,,,,,,,,
203,3969,3996,,,,,,,,,,,,,
204,4014,4005,,,,,,,,,,,,,
205,3996,3969,,,,,,,,,,,,,
206,4005,4014,,,,,,,,,,,,,
207,4023,4032,,,,,,,,,,,,,
208,4032,4023,,,,,,,,,,,,,
209,4041,4050,,,,,,,,,,,,,
210,4050,4041,,,,,,,,,,,,,
211,4113,4122,,,,,,,,,,,,,
212,4122,4113,,,,,,,,,,,,,
213,4131,4140,,,,,,,,,,,,,
214,4140,4131,,,,,,,,,,,,,
215,4203,4212,,,,,,,,,,,,,
216,4212,4203,,,,,,,,,,,,,
217,4221,4230,,,,,,,,,,,,,
218,4230,4221,,,,,,,,,,,,,
219,4311,4320,,,,,,,,,,,,,
220,4320,4311,,,,,,,,,,,,,
221,4401,4410,,,,,,,,,,,,,
222,4410,4401,,,,,,,,,,,,,
223,4491,4509,4527,4545,4563,4581,4599,4626,4608,4590,4572,4554,4536,4518,4500
224,4500,4491,4509,4527,4545,4563,4581,4599,4626,4608,4590,4572,4554,4536,4518
225,4509,4527,4545,4563,4581,4599,4626,4608,4590,4572,4554,4536,4518,4500,4491
226,4518,4500,4491,4509,4527,4545,4563,4581,4599,4626,4608,4590,4572,4554,4536
227,4527,4545,4563,4581,4599,4626,4608,4590,4572,4554,4536,4518,4500,4491,4509
228,4536,4518,4500,4491,4509,4527,4545,4563,4581,4599,4626,4608,4590,4572,4554
229,4545,4563,4581,4599,4626,4608,4590,4572,4554,4536,4518,4500,4491,4509,4527
230,4554,4536,4518,4500,4491,4509,4527,4545,4563,4581,4599,4626,4608,4590,4572
231,4563,4581,4599,4626,4608,4590,4572,4554,4536,4518,4500,4491,4509,4527,4545
232,4572,4554,4536,4518,4500,4491,4509,4527,4545,4563,4581,4599,4626,4608,4590
233,4581,4599,4626,4608,4590,4572,4554,4536,4518,4500,4491,4509,4527,4545,4563
234,4590,4572,4554,4536,4518,4500,4491,4509,4527,4545,4563,4581,4599,4626,4608
235,4599,4626,4608,4590,4572,4554,4536,4518,4500,4491,4509,4527,4545,4563,4581
236,4608,4590,4572,4554,4536,4518,4500,4491,4509,4527,4545,4563,4581,4599,4626
237,4671,4689,4716,4698,,,,,,,,,,,
238,4626,4608,4590,4572,4554,4536,4518,4500,4491,4509,4527,4545,4563,4581,4599
239,4689,4716,4698,4671,,,,,,,,,,,
240,4698,4671,4689,4716,,,,,,,,,,,
241,4761,4779,4806,4788,,,,,,,,,,,
242,4716,4698,4671,4689,,,,,,,,,,,
243,4779,4806,4788,4761,,,,,,,,,,,
244,4788,4761,4779,4806,,,,,,,,,,,
245,4806,4788,4761,4779,,,,,,,,,,,
246,4869,4896,,,,,,,,,,,,,
247,4896,4869,,,,,,,,,,,,,
248,4959,4986,,,,,,,,,,,,,
249,5022,5013,,,,,,,,,,,,,
250,4986,4959,,,,,,,,,,,,,
251,5013,5022,,,,,,,,,,,,,
252,5031,5040,,,,,,,,,,,,,
253,5040,5031,,,,,,,,,,,,,
254,5103,5112,,,,,,,,,,,,,
255,5112,5103,,,,,,,,,,,,,
256,5121,5130,,,,,,,,,,,,,
257,5130,5121,,,,,,,,,,,,,
258,5211,5220,,,,,,,,,,,,,
259,5220,5211,,,,,,,,,,,,,
260,5301,5310,,,,,,,,,,,,,
261,5310,5301,,,,,,,,,,,,,
262,5391,5409,5427,5445,5463,5481,5499,5526,5508,5490,5472,5454,5436,5418,5400
263,5400,5391,5409,5427,5445,5463,5481,5499,5526,5508,5490,5472,5454,5436,5418
264,5409,5427,5445,5463,5481,5499,5526,5508,5490,5472,5454,5436,5418,5400,5391
265,5418,5400,5391,5409,5427,5445,5463,5481,5499,5526,5508,5490,5472,5454,5436
266,5427,5445,5463,5481,5499,5526,5508,5490,5472,5454,5436,5418,5400,5391,5409
267,5436,5418,5400,5391,5409,5427,5445,5463,5481,5499,5526,5508,5490,5472,5454
268,5445,5463,5481,5499,5526,5508,5490,5472,5454,5436,5418,5400,5391,5409,5427
269,5454,5436,5418,5400,5391,5409,5427,5445,5463,5481,5499,5526,5508,5490,5472
270,5463,5481,5499,5526,5508,5490,5472,5454,5436,5418,5400,5391,5409,5427,5445
271,5472,5454,5436,5418,5400,5391,5409,5427,5445,5463,5481,5499,5526,5508,5490
272,5481,5499,5526,5508,5490,5472,5454,5436,5418,5400,5391,5409,5427,5445,5463
273,5490,5472,5454,5436,5418,5400,5391,5409,5427,5445,5463,5481,5499,5526,5508
274,5499,5526,5508,5490,5472,5454,5436,5418,5400,5391,5409,5427,5445,5463,5481
275,5508,5490,5472,5454,5436,5418,5400,5391,5409,5427,5445,5463,5481,5499,5526
276,5571,5589,5616,5598,,,,,,,,,,,
277,5526,5508,5490,5472,5454,5436,5418,5400,5391,5409,5427,5445,5463,5481,5499
278,5589,5616,5598,5571,,,,,,,,,,,
279,5598,5571,5589,5616,,,,,,,,,,,
280,5661,5679,5706,5688,,,,,,,,,,,
281,5616,5598,5571,5589,,,,,,,,,,,
282,5679,5706,5688,5661,,,,,,,,,,,
283,5688,5661,5679,5706,,,,,,,,,,,
284,5706,5688,5661,5679,,,,,,,,,,,
285,5769,5796,,,,,,,,,,,,,
286,5796,5769,,,,,,,,,,,,,
287,5859,5886,,,,,,,,,,,,,
288,5886,5859,,,,,,,,,,,,,
289,5949,5976,,,,,,,,,,,,,
290,5967,5994,,,,,,,,,,,,,
291,5976,5949,,,,,,,,,,,,,
292,6012,6003,,,,,,,,,,,,,
293,5994,5967,,,,,,,,,,,,,
294,6003,6012,,,,,,,,,,,,,
295,6021,6030,,,,,,,,,,,,,
296,6030,6021,,,,,,,,,,,,,
297,6111,6120,,,,,,,,,,,,,
298,6120,6111,,,,,,,,,,,,,
299,6201,6210,,,,,,,,,,,,,
300,6210,6201,,,,,,,,,,,,,
301,6291,6309,6327,6345,6363,6381,6399,6426,6408,6390,6372,6354,6336,6318,6300
302,6300,6291,6309,6327,6345,6363,6381,6399,6426,6408,6390,6372,6354,6336,6318
303,6309,6327,6345,6363,6381,6399,6426,6408,6390,6372,6354,6336,6318,6300,6291
304,6318,6300,6291,6309,6327,6345,6363,6381,6399,6426,6408,6390,6372,6354,6336
305,6327,6345,6363,6381,6399,6426,6408,6390,6372,6354,6336,6318,6300,6291,6309
306,6336,6318,6300,6291,6309,6327,6345,6363,6381,6399,6426,6408,6390,6372,6354
307,6345,6363,6381,6399,6426,6408,6390,6372,6354,6336,6318,6300,6291,6309,6327
308,6354,6336,6318,6300,6291,6309,6327,6345,6363,6381,6399,6426,6408,6390,6372
309,6363,6381,6399,6426,6408,6390,6372,6354,6336,6318,6300,6291,6309,6327,6345
310,6372,6354,6336,6318,6300,6291,6309,6327,6345,6363,6381,6399,6426,6408,6390
311,6381,6399,6426,6408,6390,6372,6354,6336,6318,6300,6291,6309,6327,6345,6363
312,6390,6372,6354,6336,6318,6300,6291,6309,6327,6345,6363,6381,6399,6426,6408
313,6399,6426,6408,6390,6372,6354,6336,6318,6300,6291,6309,6327,6345,6363,6381
314,6408,6390,6372,6354,6336,6318,6300,6291,6309,6327,6345,6363,6381,6399,6426
315,6471,6489,6516,6498,,,,,,,,,,,
316,6426,6408,6390,6372,6354,6336,6318,6300,6291,6309,6327,6345,6363,6381,6399
317,6489,6516,6498,6471,,,,,,,,,,,
318,6498,6471,6489,6516,,,,,,,,,,,
319,6561,6579,6606,6588,,,,,,,,,,,
320,6516,6498,6471,6489,,,,,,,,,,,
321,6579,6606,6588,6561,,,,,,,,,,,
322,6588,6561,6579,6606,,,,,,,,,,,
323,6606,6588,6561,6579,,,,,,,,,,,
324,6669,6696,,,,,,,,,,,,,
325,6696,6669,,,,,,,,,,,,,
326,6759,6786,,,,,,,,,,,,,
327,6786,6759,,,,,,,,,,,,,
328,6849,6876,,,,,,,,,,,,,
329,6867,6894,,,,,,,,,,,,,
330,6876,6849,,,,,,,,,,,,,
331,6894,6867,,,,,,,,,,,,,
332,6939,6966,,,,,,,,,,,,,
333,6957,6984,,,,,,,,,,,,,
334,6966,6939,,,,,,,,,,,,,
335,7020,7011,,,,,,,,,,,,,
336,6984,6957,,,,,,,,,,,,,
337,7011,7020,,,,,,,,,,,,,
338,7101,7110,,,,,,,,,,,,,
339,7110,7101,,,,,,,,,,,,,
340,7191,7209,7227,7245,7263,7281,7299,7326,7308,7290,7272,7254,7236,7218,7200
341,7200,7191,7209,7227,7245,7263,7281,7299,7326,7308,7290,7272,7254,7236,7218
342,7209,7227,7245,7263,7281,7299,7326,7308,7290,7272,7254,7236,7218,7200,7191
343,7218,7200,7191,7209,7227,7245,7263,7281,7299,7326,7308,7290,7272,7254,7236
344,7227,7245,7263,7281,7299,7326,7308,7290,7272,7254,7236,7218,7200,7191,7209
345,7236,7218,7200,7191,7209,7227,7245,7263,7281,7299,7326,7308,7290,7272,7254
346,7245,7263,7281,7299,7326,7308,7290,7272,7254,7236,7218,7200,7191,7209,7227
347,7254,7236,7218,7200,7191,7209,7227,7245,7263,7281,7299,7326,7308,7290,7272
348,7263,7281,7299,7326,7308,7290,7272,7254,7236,7218,7200,7191,7209,7227,7245
349,7272,7254,7236,7218,7200,7191,7209,7227,7245,7263,7281,7299,7326,7308,7290
350,7281,7299,7326,7308,7290,7272,7254,7236,7218,7200,7191,7209,7227,7245,7263
351,7290,7272,7254,7236,7218,7200,7191,7209,7227,7245,7263,7281,7299,7326,7308
352,7299,7326,7308,7290,7272,7254,7236,7218,7200,7191,7209,7227,7245,7263,7281
353,7308,7290,7272,7254,7236,7218,7200,7191,7209,7227,7245,7263,7281,7299,7326
354,7371,7389,7416,7398,,,,,,,,,,,
355,7326,7308,7290,7272,7254,7236,7218,7200,7191,7209,7227,7245,7263,7281,7299
356,7389,7416,7398,7371,,,,,,,,,,,
357,7398,7371,7389,7416,,,,,,,,,,,
358,7461,7479,7506,7488,,,,,,,,,,,
359,7416,7398,7371,7389,,,,,,,,,,,
360,7479,7506,7488,7461,,,,,,,,,,,
361,7488,7461,7479,7506,,,,,,,,,,,
362,7506,7488,7461,7479,,,,,,,,,,,
363,7569,7596,,,,,,,,,,,,,
364,7596,7569,,,,,,,,,,,,,
365,7659,7686,,,,,,,,,,,,,
366,7686,7659,,,,,,,,,,,,,
367,7749,7776,,,,,,,,,,,,,
368,7767,7794,,,,,,,,,,,,,
369,7776,7749,,,,,,,,,,,,,
370,7794,7767,,,,,,,,,,,,,
371,7839,7866,,,,,,,,,,,,,
372,7857,7884,,,,,,,,,,,,,
373,7866,7839,,,,,,,,,,,,,
374,7884,7857,,,,,,,,,,,,,
375,7929,7956,,,,,,,,,,,,,
376,7947,7974,,,,,,,,,,,,,
377,7956,7929,,,,,,,,,,,,,
378,7965,7992,,,,,,,,,,,,,
379,7974,7947,,,,,,,,,,,,,
380,8010,8001,,,,,,,,,,,,,
381,7992,7965,,,,,,,,,,,,,
382,8001,8010,,,,,,,,,,,,,
383,8091,8109,8127,8145,8163,8181,8199,8226,8208,8190,8172,8154,8136,8118,8100
384,8100,8091,8109,8127,8145,8163,8181,8199,8226,8208,8190,8172,8154,8136,8118
385,8109,8127,8145,8163,8181,8199,8226,8208,8190,8172,8154,8136,8118,8100,8091
386,8118,8100,8091,8109,8127,8145,8163,8181,8199,8226,8208,8190,8172,8154,8136
387,8127,8145,8163,8181,8199,8226,8208,8190,8172,8154,8136,8118,8100,8091,8109
388,8136,8118,8100,8091,8109,8127,8145,8163,8181,8199,8226,8208,8190,8172,8154
389,8145,8163,8181,8199,8226,8208,8190,8172,8154,8136,8118,8100,8091,8109,8127
390,8154,8136,8118,8100,8091,8109,8127,8145,8163,8181,8199,8226,8208,8190,8172
391,8163,8181,8199,8226,8208,8190,8172,8154,8136,8118,8100,8091,8109,8127,8145
392,8172,8154,8136,8118,8100,8091,8109,8127,8145,8163,8181,8199,8226,8208,8190
393,8181,8199,8226,8208,8190,8172,8154,8136,8118,8100,8091,8109,8127,8145,8163
394,8190,8172,8154,8136,8118,8100,8091,8109,8127,8145,8163,8181,8199,8226,8208
395,8199,8226,8208,8190,8172,8154,8136,8118,8100,8091,8109,8127,8145,8163,8181
396,8208,8190,8172,8154,8136,8118,8100,8091,8109,8127,8145,8163,8181,8199,8226
397,8271,8289,8316,8298,,,,,,,,,,,
398,8226,8208,8190,8172,8154,8136,8118,8100,8091,8109,8127,8145,8163,8181,8199
399,8289,8316,8298,8271,,,,,,,,,,,
400,8298,8271,8289,8316,,,,,,,,,,,
401,8361,8379,8406,8388,,,,,,,,,,,
402,8316,8298,8271,8289,,,,,,,,,,,
403,8379,8406,8388,8361,,,,,,,,,,,
404,8388,8361,8379,8406,,,,,,,,,,,
405,8406,8388,8361,8379,,,,,,,,,,,
406,8469,8496,,,,,,,,,,,,,
407,8496,8469,,,,,,,,,,,,,
408,8559,8586,,,,,,,,,,,,,
409,8586,8559,,,,,,,,,,,,,
410,8649,8676,,,,,,,,,,,,,
411,8667,8694,,,,,,,,,,,,,
412,8676,8649,,,,,,,,,,,,,
413,8694,8667,,,,,,,,,,,,,
414,8739,8766,,,,,,,,,,,,,
415,8757,8784,,,,,,,,,,,,,
416,8766,8739,,,,,,,,,,,,,
417,8784,8757,,,,,,,,,,,,,
418,8829,8856,,,,,,,,,,,,,
419,8847,8874,,,,,,,,,,,,,
420,8856,8829,,,,,,,,,,,,,
421,8865,8892,,,,,,,,,,,,,
422,8874,8847,,,,,,,,,,,,,
423,8892,8865,,,,,,,,,,,,,
424,8919,8946,,,,,,,,,,,,,
425,8937,8964,,,,,,,,,,,,,
426,8946,8919,,,,,,,,,,,,,
427,8955,8982,,,,,,,,,,,,,
428,8964,8937,,,,,,,,,,,,,
429,9000,8991,9018,,,,,,,,,,,,
430,8982,8955,,,,,,,,,,,,,
431,8991,9018,9000,,,,,,,,,,,,
432,9018,9000,8991,,,,,,,,,,,,
433,9171,9189,9216,9198,,,,,,,,,,,
434,9189,9216,9198,9171,,,,,,,,,,,
435,9198,9171,9189,9216,,,,,,,,,,,
436,9261,9279,9306,9288,,,,,,,,,,,
437,9216,9198,9171,9189,,,,,,,,,,,
438,9279,9306,9288,9261,,,,,,,,,,,
439,9288,9261,9279,9306,,,,,,,,,,,
440,9306,9288,9261,9279,,,,,,,,,,,
441,9369,9396,,,,,,,,,,,,,
442,9396,9369,,,,,,,,,,,,,
443,9459,9486,,,,,,,,,,,,,
444,9486,9459,,,,,,,,,,,,,
445,9549,9576,,,,,,,,,,,,,
446,9567,9594,,,,,,,,,,,,,
447,9576,9549,,,,,,,,,,,,,
448,9594,9567,,,,,,,,,,,,,
449,9639,9666,,,,,,,,,,,,,
450,9657,9684,,,,,,,,,,,,,
451,9666,9639,,,,,,,,,,,,,
452,9684,9657,,,,,,,,,,,,,
453,9729,9756,,,,,,,,,,,,,
454,9747,9774,,,,,,,,,,,,,
455,9756,9729,,,,,,,,,,,,,
456,9765,9792,,,,,,,,,,,,,
457,9774,9747,,,,,,,,,,,,,
458,9792,9765,,,,,,,,,,,,,
459,9819,9846,,,,,,,,,,,,,
460,9837,9864,,,,,,,,,,,,,
461,9846,9819,,,,,,,,,,,,,
462,9855,9882,,,,,,,,,,,,,
463,9864,9837,,,,,,,,,,,,,
464,9882,9855,,,,,,,,,,,,,
465,9891,9918,,,,,,,,,,,,,
466,9909,9936,,,,,,,,,,,,,
467,9918,9891,,,,,,,,,,,,,
468,9927,9954,,,,,,,,,,,,,
469,9936,9909,,,,,,,,,,,,,
470,9945,9972,,,,,,,,,,,,,
471,9954,9927,,,,,,,,,,,,,
472,9963,9990,,,,,,,,,,,,,
473,9972,9945,,,,,,,,,,,,,
474,10035,10044,,,,,,,,,,,,,
475,9990,9963,,,,,,,,,,,,,
